,Equity,DrawdownPct,DrawdownDuration
2020-01-02,1000.0,0.0,
2020-01-03,1000.0,0.0,
2020-01-06,1000.0,0.0,
2020-01-07,1000.0,0.0,
2020-01-08,1000.0,0.0,
2020-01-09,1000.0,0.0,
2020-01-10,1000.0,0.0,
2020-01-13,1000.0,0.0,
2020-01-14,1000.0,0.0,
2020-01-15,1000.0,0.0,
2020-01-16,1000.0,0.0,
2020-01-17,1000.0,0.0,
2020-01-21,1000.0,0.0,
2020-01-22,1000.0,0.0,
2020-01-23,1000.0,0.0,
2020-01-24,1000.0,0.0,
2020-01-27,1000.0,0.0,
2020-01-28,1000.0,0.0,
2020-01-29,1000.0,0.0,
2020-01-30,1000.0,0.0,
2020-01-31,1000.0,0.0,
2020-02-03,1000.0,0.0,
2020-02-04,1000.0,0.0,
2020-02-05,1000.0,0.0,
2020-02-06,1000.0,0.0,
2020-02-07,979.6306535995484,0.020369346400451627,
2020-02-10,984.190620640564,0.015809379359435938,
2020-02-11,978.3706133163453,0.021629386683654772,
2020-02-12,1001.1406938827515,0.0,6 days
2020-02-13,994.1506426132203,0.006982086845777391,
2020-02-14,994.3906938827515,0.006742309089266207,
2020-02-18,976.5406572616578,0.02457200748247157,
2020-02-19,976.5406572616578,0.02457200748247157,
2020-02-20,976.5406572616578,0.02457200748247157,
2020-02-21,976.5406572616578,0.02457200748247157,
2020-02-24,976.5406572616578,0.02457200748247157,
2020-02-25,976.5406572616578,0.02457200748247157,
2020-02-26,976.5406572616578,0.02457200748247157,
2020-02-27,976.5406572616578,0.02457200748247157,
2020-02-28,976.5406572616578,0.02457200748247157,
2020-03-02,976.5406572616578,0.02457200748247157,
2020-03-03,976.5406572616578,0.02457200748247157,
2020-03-04,976.5406572616578,0.02457200748247157,
2020-03-05,976.5406572616578,0.02457200748247157,
2020-03-06,976.5406572616578,0.02457200748247157,
2020-03-09,976.5406572616578,0.02457200748247157,
2020-03-10,976.5406572616578,0.02457200748247157,
2020-03-11,976.5406572616578,0.02457200748247157,
2020-03-12,976.5406572616578,0.02457200748247157,
2020-03-13,976.5406572616578,0.02457200748247157,
2020-03-16,976.5406572616578,0.02457200748247157,
2020-03-17,976.5406572616578,0.02457200748247157,
2020-03-18,976.5406572616578,0.02457200748247157,
2020-03-19,976.5406572616578,0.02457200748247157,
2020-03-20,976.5406572616578,0.02457200748247157,
2020-03-23,976.5406572616578,0.02457200748247157,
2020-03-24,976.5406572616578,0.02457200748247157,
2020-03-25,976.5406572616578,0.02457200748247157,
2020-03-26,976.5406572616578,0.02457200748247157,
2020-03-27,931.618376160431,0.06944310439793455,
2020-03-30,958.1308464057923,0.04296084230694175,
2020-03-31,956.1808303840638,0.0449086364917588,
2020-04-01,906.0058692939759,0.09502642852305965,
2020-04-02,921.0808280952455,0.07996864604215381,
2020-04-03,907.8808692939759,0.09315356488715232,
2020-04-06,986.8558601387025,0.014268557687579064,
2020-04-07,975.4558280952455,0.025655600600842376,
2020-04-08,1000.3558830268861,0.0007839166469416625,
2020-04-09,1007.555818939972,0.0,57 days
2020-04-13,1027.280855561066,0.0,
2020-04-14,1079.0308097846987,0.0,
2020-04-15,1069.2058280952456,0.009105376417762878,
2020-04-16,1077.6808647163393,0.001251071847178098,
2020-04-17,1063.0933097846987,0.014770199196795897,
2020-04-20,1041.0808280952456,0.035170433823873304,
2020-04-21,1008.9808372505189,0.06491934419199485,
2020-04-22,1037.9683784492495,0.03805492017752721,
2020-04-23,1033.9558509834292,0.04177356048828984,
2020-04-24,1063.7308601387026,0.014179344562968432,
2020-04-27,1064.4809059150698,0.013484233941876145,
2020-04-28,1047.268305207062,0.02943614240632697,
2020-04-29,1081.5808967597964,0.0,15 days
2020-04-30,1104.3433097846987,0.0,
2020-05-01,1086.6058830268862,0.01606151511097631,
2020-05-04,1101.943369293976,0.0021731833474778472,
2020-05-05,1118.4433464057925,0.0,5 days
2020-05-06,1129.9558738716128,0.0,
2020-05-07,1141.6183189399721,0.0,
2020-05-08,1165.5808738716128,0.0,
2020-05-11,1183.8808921821596,0.0,
2020-05-12,1170.380869293976,0.011403193494659791,
2020-05-13,1156.2808326728823,0.023313206329738323,
2020-05-14,1163.368387604523,0.017326493495327555,
2020-05-15,1156.5058235176089,0.023123161160319428,
2020-05-18,1183.6933235176089,0.0001584354184525072,
2020-05-19,1176.8684104927065,0.005923300000667764,
2020-05-20,1199.7058967597964,0.0,9 days
2020-05-21,1190.7808784492495,0.0074393385367629294,
2020-05-22,1198.4309104927065,0.001062749020850351,
2020-05-26,1190.3308967597964,0.007814415204026481,
2020-05-27,1190.3308967597964,0.007814415204026481,
2020-05-28,1190.3308967597964,0.007814415204026481,
2020-05-29,1190.3308967597964,0.007814415204026481,
2020-06-01,1190.3308967597964,0.007814415204026481,
2020-06-02,1190.3308967597964,0.007814415204026481,
2020-06-03,1190.3308967597964,0.007814415204026481,
2020-06-04,1190.3308967597964,0.007814415204026481,
2020-06-05,1190.3308967597964,0.007814415204026481,
2020-06-08,1190.3308967597964,0.007814415204026481,
2020-06-09,1221.4086981353762,0.0,20 days
2020-06-10,1252.3837194976809,0.0,
2020-06-11,1193.093710952759,0.04734172731716968,
2020-06-12,1203.2436895904543,0.039237199543711854,
2020-06-15,1217.9086981353762,0.027527522775633195,
2020-06-16,1249.7236853179934,0.002123976971494357,
2020-06-17,1248.0087194976809,0.0034933382891265685,
2020-06-18,1248.4987707672121,0.0031020434631863214,
2020-06-19,1241.4637365875246,0.008719358723807247,
2020-06-22,1273.48871522522,0.0,12 days
2020-06-23,1300.2987280426028,0.0,
2020-06-24,1277.6537237701418,0.017415232195565955,
2020-06-25,1294.3837194976809,0.004548961263559748,
2020-06-26,1255.1487494049074,0.03472277382418232,
2020-06-29,1255.1487494049074,0.03472277382418232,
2020-06-30,1255.1487494049074,0.03472277382418232,
2020-07-01,1255.1487494049074,0.03472277382418232,
2020-07-02,1255.1487494049074,0.03472277382418232,
2020-07-06,1255.1487494049074,0.03472277382418232,
2020-07-07,1255.1487494049074,0.03472277382418232,
2020-07-08,1255.1487494049074,0.03472277382418232,
2020-07-09,1254.3435072158813,0.035342048589019126,
2020-07-10,1256.5209516738896,0.03366747611498,
2020-07-13,1250.7684873794558,0.038091432064774056,
2020-07-14,1271.308511183167,0.0222950436189967,
2020-07-15,1279.9859556411745,0.015621619835009759,
2020-07-16,1264.3534635757449,0.02764385113332224,
2020-07-17,1261.81846754303,0.029593400093145372,
2020-07-20,1288.2084516738896,0.009298075978981468,
2020-07-21,1270.5609754776003,0.02286993897915135,
2020-07-22,1274.1034635757449,0.02014557416839957,
2020-07-23,1216.545991346741,0.06441038116059572,
2020-07-24,1213.555947706604,0.06670988632479591,
2020-07-27,1242.0909437393193,0.04476493212517885,
2020-07-28,1221.8435072158813,0.06033630513876109,
2020-07-29,1245.0809873794558,0.04246542696097899,
2020-07-30,1260.0310072158813,0.0309680536928143,
2020-07-31,1390.9410032485966,0.0,38 days
2020-08-03,1418.910644340134,0.0,
2020-08-04,1428.3681562419895,0.0,
2020-08-05,1433.535644340134,0.0,
2020-08-06,1483.4555967327121,0.0,
2020-08-07,1447.1856840129853,0.024449611299192764,
2020-08-10,1468.1806562419895,0.0102968639737957,
2020-08-11,1424.598144340134,0.039675911110659934,
2020-08-12,1471.8531721111303,0.007821214633680906,
2020-08-13,1497.8531721111303,0.0,7 days
2020-08-14,1496.5206602092746,0.0008896145007174505,
2020-08-17,1492.6206205364233,0.003493367488972332,
2020-08-18,1505.035644340134,0.0,5 days
2020-08-19,1506.9206006999973,0.0,
2020-08-20,1540.2981641765598,0.0,
2020-08-21,1619.5331800457006,0.0,
2020-08-24,1638.8706205364233,0.0,
2020-08-25,1625.4481046672827,0.008190100976212089,
2020-08-26,1647.5156324382785,0.0,2 days
2020-08-27,1627.8531721111303,0.011934612297455627,
2020-08-28,1625.2206800457006,0.013532467888988653,
2020-08-31,1680.2430570598606,0.0,5 days
2020-09-01,1747.0630491252903,0.0,
